group,names,scores,logfoldchanges,pvals,pvals_adj,-log10(pvals_adj)
in,CCL8,-0.07851064,-0.4045034,0.9374218658292481354,0.99984759063045269833,6.619559272716956762e-05
in,TSC2,-0.07957761,-2.1616611,0.93657320601893601086,0.99984759063045269833,6.619559272716956762e-05
in,IL4I1,-0.08054906,0.06813215,0.9358005758420612219,0.99984759063045269833,6.619559272716956762e-05
in,E2F1,-0.080742806,4.777432,0.93564649107640562864,0.99984759063045269833,6.619559272716956762e-05
in,EGF,-0.08111939,-0.7076741,0.93534700927771241563,0.99984759063045269833,6.619559272716956762e-05
in,PROX1,-0.08347981,-0.0088834185,0.9334700327150002863,0.99984759063045269833,6.619559272716956762e-05
in,IL6R,-0.085687414,0.015883604,0.9317149058744155221,0.99984759063045269833,6.619559272716956762e-05
in,MSR1,-0.0869263,-1.3850988,0.93073009700296438496,0.99984759063045269833,6.619559272716956762e-05
in,AMOTL2,-0.087657616,-0.058141626,0.93014880576532965595,0.99984759063045269833,6.619559272716956762e-05
in,KIT,-0.09613058,-0.0755273,0.92341686570851444493,0.99984759063045269833,6.619559272716956762e-05
in,CX3CL1,-0.09659175,0.014523821,0.92305061032668389576,0.99984759063045269833,6.619559272716956762e-05
in,IL12RB2,-0.09722756,0.6212907,0.9225456814496952873,0.99984759063045269833,6.619559272716956762e-05
in,CCL7,-0.10350383,-2.3704133,0.91756311182308925023,0.99984759063045269833,6.619559272716956762e-05
in,KIR3DL2,-0.10398956,,0.91717763666973206593,0.99984759063045269833,6.619559272716956762e-05
in,LEF1,-0.10617261,-0.18477893,0.91544540576009836297,0.99984759063045269833,6.619559272716956762e-05
in,GZMK,-0.10619989,-0.2153761,0.9154237553971529273,0.99984759063045269833,6.619559272716956762e-05
in,WNT3,-0.108568504,0.12120325,0.91354474471205526775,0.99984759063045269833,6.619559272716956762e-05
in,CD160,-0.1117503,0.0382861,0.9110213981786920989,0.99984759063045269833,6.619559272716956762e-05
in,MFAP5,-0.1129537,,0.9100672602738602013,0.99984759063045269833,6.619559272716956762e-05
in,CDCA7,-0.113335736,0.09759799,0.90976438640688994663,0.99984759063045269833,6.619559272716956762e-05
in,CCR1,-0.11467831,,0.9087001054130527944,0.99984759063045269833,6.619559272716956762e-05
in,FLT4,-0.118646,0.10974793,0.9055558170529411921,0.99984759063045269833,6.619559272716956762e-05
in,KLRC1,-0.11938006,-0.4714769,0.9049742628427793756,0.99984759063045269833,6.619559272716956762e-05
in,SH2D1B,-0.12609565,-2.3111768,0.8996562031618752231,0.99984759063045269833,6.619559272716956762e-05
in,MSH3,-0.12763743,-0.10524255,0.8984359020034411447,0.99984759063045269833,6.619559272716956762e-05
in,FZD7,-0.13205811,-0.5729873,0.89493832651228621966,0.99984759063045269833,6.619559272716956762e-05
in,EPCAM,-0.13814336,0.041675754,0.8901271153595069485,0.99984759063045269833,6.619559272716956762e-05
in,CD207,-0.13955688,0.45588526,0.8890101057887506153,0.99984759063045269833,6.619559272716956762e-05
in,NOS2,-0.14259405,0.0830823,0.88661079281211785386,0.99984759063045269833,6.619559272716956762e-05
in,SNAI1,-0.149105,-0.3071666,0.8814707806896058262,0.99984759063045269833,6.619559272716956762e-05
in,ADAMTS4,-0.15011193,-0.017118132,0.8806763067840239767,0.99984759063045269833,6.619559272716956762e-05
in,TWIST1,-0.150232,0.1142252,0.8805815807655142935,0.99984759063045269833,6.619559272716956762e-05
in,NKG7,-0.15048578,-0.1904838,0.8803813700322463687,0.99984759063045269833,6.619559272716956762e-05
in,LAG3,-0.15060039,-0.32812342,0.88029095478719754375,0.99984759063045269833,6.619559272716956762e-05
in,TGFB2,-0.15477547,,0.8769983298185208831,0.99984759063045269833,6.619559272716956762e-05
in,FFAR2,-0.15610985,0.48555803,0.8759464269156491678,0.99984759063045269833,6.619559272716956762e-05
in,CXCR2,-0.15729962,0.38864338,0.87500871864986184967,0.99984759063045269833,6.619559272716956762e-05
in,CA7,-0.1595045,,0.87327141226180748923,0.99984759063045269833,6.619559272716956762e-05
in,TSC1,-0.16378601,-0.098221906,0.8698996078959972955,0.99984759063045269833,6.619559272716956762e-05
in,ITGA1,-0.16829127,,0.8663541376106860259,0.99984759063045269833,6.619559272716956762e-05
in,CD68,-0.16962293,-3.9918458,0.8653066844161422244,0.99984759063045269833,6.619559272716956762e-05
in,IFNB1,-0.17789942,-0.6116474,0.85880196568214262065,0.99984759063045269833,6.619559272716956762e-05
in,PDCD1LG2,-0.17800584,-0.22709604,0.8587183857904390205,0.99984759063045269833,6.619559272716956762e-05
in,PLK1,-0.18018344,0.120371655,0.85700856157458649154,0.99984759063045269833,6.619559272716956762e-05
in,TEK,-0.18471599,,0.85345180185467461875,0.99984759063045269833,6.619559272716956762e-05
in,CCND1,-0.18504891,0.05573244,0.853190675302124113,0.99984759063045269833,6.619559272716956762e-05
in,VEGFC,-0.18965787,-0.94344217,0.84957723604009871554,0.99984759063045269833,6.619559272716956762e-05
in,PKIB,-0.20448624,0.3096608,0.8379735490251263297,0.99984759063045269833,6.619559272716956762e-05
in,XCR1,-0.20450534,-0.097311586,0.8379586234562897973,0.99984759063045269833,6.619559272716956762e-05
in,CCL1,-0.20505655,,0.83752793932260405363,0.99984759063045269833,6.619559272716956762e-05
in,CD14,-0.20553955,0.3943626,0.8371505976905238011,0.99984759063045269833,6.619559272716956762e-05
in,LGR5,-0.20669657,0.0055784187,0.8362468357737335989,0.99984759063045269833,6.619559272716956762e-05
in,IL5RA,-0.20751248,-1.3167938,0.83560964296678508223,0.99984759063045269833,6.619559272716956762e-05
in,SMOC2,-0.21097262,,0.83290863765452516354,0.99984759063045269833,6.619559272716956762e-05
in,MMP2,-0.21251713,-0.30750784,0.83170361828131034176,0.99984759063045269833,6.619559272716956762e-05
in,HRAS,-0.21684502,0.046021026,0.8283291246348204462,0.99984759063045269833,6.619559272716956762e-05
in,COL11A1,-0.21873608,-1.1605088,0.8268556355716911721,0.99984759063045269833,6.619559272716956762e-05
in,ANGPT2,-0.2211347,0.115416944,0.824987541896784804,0.99984759063045269833,6.619559272716956762e-05
in,ARAF,-0.22332868,-0.2173137,0.82327970905695191384,0.99984759063045269833,6.619559272716956762e-05
in,BAK1,-0.22600564,0.16591688,0.8211970319932804241,0.99984759063045269833,6.619559272716956762e-05
in,IL12B,-0.23015344,-0.53768563,0.81797254326895019183,0.99984759063045269833,6.619559272716956762e-05
in,DES,-0.23206088,-1.5359652,0.81649073233113955705,0.99984759063045269833,6.619559272716956762e-05
in,PDK4,-0.24384661,-0.62310696,0.8073496177156155307,0.99984759063045269833,6.619559272716956762e-05
in,TLR9,-0.24596962,,0.80570574320792920364,0.99984759063045269833,6.619559272716956762e-05
in,PPARGC1A,-0.25464997,2.2780383,0.7989934539999575813,0.99984759063045269833,6.619559272716956762e-05
in,SLC26A3,-0.25509205,-0.677854,0.7986520072979702567,0.99984759063045269833,6.619559272716956762e-05
in,IDO1,-0.25576606,0.07835315,0.7981314805876489338,0.99984759063045269833,6.619559272716956762e-05
in,TMEM59,-0.2570295,-0.017817868,0.7971559983359149948,0.99984759063045269833,6.619559272716956762e-05
in,FGF2,-0.26105177,,0.7940525836261408399,0.99984759063045269833,6.619559272716956762e-05
in,IL1R2,-0.2638215,0.14309947,0.79191745539886093663,0.99984759063045269833,6.619559272716956762e-05
in,HAVCR2,-0.266433,0.5230226,0.7899057627048193808,0.99984759063045269833,6.619559272716956762e-05
in,CD1E,-0.27026424,,0.78695697501208183855,0.99984759063045269833,6.619559272716956762e-05
in,FOSL1,-0.28266943,0.14627838,0.7774302621263835533,0.99984759063045269833,6.619559272716956762e-05
in,FGFR2,-0.2845714,0.036462396,0.77597252603396649207,0.99984759063045269833,6.619559272716956762e-05
in,CDH5,-0.28563565,0.37700263,0.77515720693148681963,0.99984759063045269833,6.619559272716956762e-05
in,PDGFC,-0.29002357,,0.7717982100540522472,0.99984759063045269833,6.619559272716956762e-05
in,IDO2,-0.29210293,-0.7757237,0.770207934840092312,0.99984759063045269833,6.619559272716956762e-05
in,MTOR,-0.29861933,-1.3944966,0.76523052138168323744,0.99984759063045269833,6.619559272716956762e-05
in,CSF2,-0.30051038,-3.4521763,0.7637878739514395443,0.99984759063045269833,6.619559272716956762e-05
in,IL1B,-0.3034684,0.6807766,0.76153291074357620793,0.99984759063045269833,6.619559272716956762e-05
in,IFNAR2,-0.30587795,-0.06404173,0.75969756714507319373,0.99984759063045269833,6.619559272716956762e-05
in,MUC2,-0.31100267,-1.6248627,0.7557985926752510686,0.99984759063045269833,6.619559272716956762e-05
in,NCAM1,-0.3248896,-1.1929973,0.7452646346209399475,0.99984759063045269833,6.619559272716956762e-05
in,MKI67,-0.33363816,0.24808572,0.7386526176545433753,0.99984759063045269833,6.619559272716956762e-05
in,SMARCA4,-0.34001812,0.3429174,0.73384287949504090065,0.99984759063045269833,6.619559272716956762e-05
in,CX3CR1,-0.34164724,2.722713,0.73261639349975105073,0.99984759063045269833,6.619559272716956762e-05
in,CXCR1,-0.3458114,0.6430923,0.7294844640174866779,0.99984759063045269833,6.619559272716956762e-05
in,PDGFB,-0.35691494,0.387935,0.72115549553345403844,0.99984759063045269833,6.619559272716956762e-05
in,IL22,-0.36664042,-1.4348799,0.71388726092855203653,0.99984759063045269833,6.619559272716956762e-05
in,ASCL2,-0.36754093,0.8222042,0.7132155757593006129,0.99984759063045269833,6.619559272716956762e-05
in,SIGLEC1,-0.3735143,-0.21937828,0.70876571382778275066,0.99984759063045269833,6.619559272716956762e-05
in,PTK2,-0.37570825,0.036790013,0.7071338025327805754,0.99984759063045269833,6.619559272716956762e-05
in,NRP1,-0.38146058,1.009395,0.7028615113776178758,0.99984759063045269833,6.619559272716956762e-05
in,PDGFRA,-0.3855811,0.06764646,0.6998069383667180343,0.99984759063045269833,6.619559272716956762e-05
in,SELPLG,-0.3876632,-0.115406305,0.69826531014194126445,0.99984759063045269833,6.619559272716956762e-05
in,DNMT1,-0.3878815,0.83083713,0.69810374347933756844,0.99984759063045269833,6.619559272716956762e-05
in,MMP12,-0.3942587,0.23757504,0.6933900414393825429,0.99984759063045269833,6.619559272716956762e-05
in,ENG,-0.40680578,0.2039284,0.6841506339218996757,0.99984759063045269833,6.619559272716956762e-05
in,CA9,-0.41175312,0.022627184,0.68052038169130701917,0.99984759063045269833,6.619559272716956762e-05
in,FLI1,-0.4146211,-1.3384669,0.6784192945510665318,0.99984759063045269833,6.619559272716956762e-05
in,DUSP1,-0.41808125,0.056755546,0.6758877207141174015,0.99984759063045269833,6.619559272716956762e-05
in,ARG1,-0.4221226,-0.8333925,0.6729355254628757166,0.99984759063045269833,6.619559272716956762e-05
in,CCNE1,-0.43125594,-1.996698,0.666282281195949011,0.99984759063045269833,6.619559272716956762e-05
in,CLDN5,-0.43262035,-1.3029761,0.66529060400709527645,0.99984759063045269833,6.619559272716956762e-05
in,KITLG,-0.43646252,0.040095817,0.6625011900680071175,0.99984759063045269833,6.619559272716956762e-05
in,FABP2,-0.43735483,,0.6618540320906129981,0.99984759063045269833,6.619559272716956762e-05
in,CMKLR1,-0.44216573,-0.8955666,0.65836928156289387104,0.99984759063045269833,6.619559272716956762e-05
in,MMP7,-0.44624802,0.20184475,0.65541808905070153557,0.99984759063045269833,6.619559272716956762e-05
in,TREM2,-0.45244518,1.1859202,0.6509483157661287711,0.99984759063045269833,6.619559272716956762e-05
in,PDPN,-0.4536431,0.076908186,0.65008571691299898987,0.99984759063045269833,6.619559272716956762e-05
in,CCL26,-0.4827459,-5.8588924,0.6292761747987544174,0.99984759063045269833,6.619559272716956762e-05
in,PTGS2,-0.49216574,0.02565574,0.6226021756562734044,0.99984759063045269833,6.619559272716956762e-05
in,ELN,-0.49420416,-4.9828725,0.6211619944285688977,0.99984759063045269833,6.619559272716956762e-05
in,THBD,-0.5020659,0.13530478,0.61562118190957981767,0.99984759063045269833,6.619559272716956762e-05
in,ANGPT1,-0.5053432,-1.6965481,0.61331781950985697627,0.99984759063045269833,6.619559272716956762e-05
in,SPRY2,-0.51312846,0.15617752,0.60786145066543506577,0.99984759063045269833,6.619559272716956762e-05
in,SNAI2,-0.5186843,0.055609625,0.6039808834669663229,0.99984759063045269833,6.619559272716956762e-05
in,CCR3,-0.52378994,0.60623187,0.60042464611795409724,0.99984759063045269833,6.619559272716956762e-05
in,AURKA,-0.52700174,0.6614156,0.59819236719698631877,0.99984759063045269833,6.619559272716956762e-05
in,NEDD4,-0.53843004,0.28611106,0.59028020439336192915,0.99984759063045269833,6.619559272716956762e-05
in,MPO,-0.5501639,-0.9323217,0.58220695318869286616,0.99984759063045269833,6.619559272716956762e-05
in,ITGA5,-0.5504941,0.16235179,0.58198052351151541295,0.99984759063045269833,6.619559272716956762e-05
in,TNFRSF17,-0.5584322,-0.20104463,0.5765492819775281941,0.99984759063045269833,6.619559272716956762e-05
in,CLEC14A,-0.56228805,,0.57391979744007004527,0.99984759063045269833,6.619559272716956762e-05
in,LAMP3,-0.59313995,0.053342793,0.5530874844530428991,0.99984759063045269833,6.619559272716956762e-05
in,DNMT3A,-0.5984257,,0.5495559377535472745,0.99984759063045269833,6.619559272716956762e-05
in,EPHB3,-0.60061145,0.15771747,0.5480988071366892367,0.99984759063045269833,6.619559272716956762e-05
in,EGFR,-0.6151478,0.0155888125,0.538457094700913963,0.99984759063045269833,6.619559272716956762e-05
in,CD8B,-0.6229031,,0.53334818967980612836,0.99984759063045269833,6.619559272716956762e-05
in,SOX9,-0.6442315,0.107220694,0.51942532145593434123,0.99984759063045269833,6.619559272716956762e-05
in,SOX2,-0.6583176,0.06566527,0.51033404846130836496,0.99984759063045269833,6.619559272716956762e-05
in,LOX,-0.66098917,0.32926273,0.50861927704886467083,0.99984759063045269833,6.619559272716956762e-05
in,NF1,-0.66441923,-1.1347675,0.506422010496234809,0.99984759063045269833,6.619559272716956762e-05
in,MMP11,-0.66547805,,0.50574478666056021936,0.99984759063045269833,6.619559272716956762e-05
in,VWF,-0.66817135,0.38518897,0.50402420590225993635,0.99984759063045269833,6.619559272716956762e-05
in,TEAD1,-0.6776294,0.08280957,0.49800667780635266002,0.99984759063045269833,6.619559272716956762e-05
in,MET,-0.67895836,0.051834486,0.49716424183529639436,0.99984759063045269833,6.619559272716956762e-05
in,MAFB,-0.6808194,0.15086211,0.49598576270537964028,0.99984759063045269833,6.619559272716956762e-05
in,PLA2G2A,-0.6951948,-0.89984185,0.4869332329883376831,0.99984759063045269833,6.619559272716956762e-05
in,TGFB3,-0.69520843,-0.4702818,0.4869246835964794462,0.99984759063045269833,6.619559272716956762e-05
in,LRP6,-0.6996755,,0.48412997706317173474,0.99984759063045269833,6.619559272716956762e-05
in,IL23A,-0.7270728,-1.0301031,0.46718137580810292775,0.99984759063045269833,6.619559272716956762e-05
in,ACKR3,-0.746753,0.042692706,0.45521269233862882153,0.99984759063045269833,6.619559272716956762e-05
in,ICAM3,-0.7896062,-0.1968053,0.42975777263189407496,0.99984759063045269833,6.619559272716956762e-05
in,LDHA,-0.7979182,0.07532486,0.4249179704083945186,0.99984759063045269833,6.619559272716956762e-05
in,PLVAP,-0.80666673,0.26641834,0.41985850311206218688,0.99984759063045269833,6.619559272716956762e-05
in,EZH2,-0.80894804,,0.4185450340861767149,0.99984759063045269833,6.619559272716956762e-05
in,NRAS,-0.8445181,0.16310333,0.39837995276761006824,0.99984759063045269833,6.619559272716956762e-05
in,TGFBR3,-0.8557008,0.1715952,0.3921633134169634216,0.99984759063045269833,6.619559272716956762e-05
in,TEAD4,-0.86722183,0.38904318,0.38582048603126850583,0.99984759063045269833,6.619559272716956762e-05
in,FOXM1,-0.87005156,0.12448994,0.38427221031347735813,0.99984759063045269833,6.619559272716956762e-05
in,SOCS3,-0.8896417,-1.0166796,0.37365829084568613627,0.99984759063045269833,6.619559272716956762e-05
in,CXCL8,-0.9327542,0.14517926,0.3509468793498808914,0.99984759063045269833,6.619559272716956762e-05
in,AKT1,-0.9330544,0.35537526,0.35079188323937771088,0.99984759063045269833,6.619559272716956762e-05
in,ATF3,-0.93379116,0.09113762,0.35041162226464428464,0.99984759063045269833,6.619559272716956762e-05
in,BIRC5,-0.99234873,0.29343826,0.3210274321030265332,0.97281040031220156195,0.0119717950059058783845
in,LAMB3,-1.0061238,0.032073446,0.31435602738440993065,0.9642822925902144737,0.015795808247346863948
in,WWTR1,-1.0091583,0.12337533,0.3128987572887683699,0.9642822925902144737,0.015795808247346863948
in,CCR2,-1.0168808,-0.516589,0.30921015569610899032,0.9642822925902144737,0.015795808247346863948
in,MMRN2,-1.0354148,-0.43661985,0.30047521258276999045,0.9628163837453016516,0.016456528170960883184
in,ERBB3,-1.055136,0.2333917,0.29136314126014772885,0.95843138572417019283,0.01843897289337608633
in,CD276,-1.0587653,0.059691627,0.28970668328863502516,0.95843138572417019283,0.01843897289337608633
in,FCGR2A,-1.0749962,-1.3402871,0.28237640022581267374,0.9427948984405654098,0.025582776153129517708
in,CAV1,-1.0861162,-1.0033493,0.27742759774736702738,0.9372553977951588733,0.028142049731803504252
in,TGFBI,-1.1131369,0.6811346,0.26564965217678959686,0.90357024549928444124,0.044038078801070360854
in,MMP1,-1.114171,,0.2652057969198623466,0.90357024549928444124,0.044038078801070360854
in,LRP5,-1.1477273,0.31322747,0.25108116418055781427,0.8657971178639924936,0.062583864235321768957
in,CDH1,-1.1532367,0.01518541,0.24881322131113048357,0.86393479621920310496,0.06351903380673360239
in,TNC,-1.2188619,0.116238885,0.22289659472269773843,0.7856134083458786721,0.10479111289812659909
in,ICAM2,-1.238392,-0.22703476,0.21557072611394700878,0.77803130562966238415,0.109002927960589992525
in,WNT5A,-1.2771275,0.41470203,0.20155722536583964288,0.7356103115541592352,0.13335219158773433564
in,EGR1,-1.277264,0.20983605,0.2015090675526215458,0.7356103115541592352,0.13335219158773433564
in,BMP1,-1.312351,,0.18940171965973917612,0.71203654007420735805,0.14749771879937192081
in,JUN,-1.3362254,0.020521529,0.18147560829475617439,0.69265499349143577756,0.15948303051434684518
in,LMNA,-1.417675,0.1789671,0.15628567783930713553,0.6152979442492406692,0.21091453591587570905
in,IDH1,-1.4657239,0.105227076,0.14272352111065450542,0.57549806899457467413,0.23995612924775618522
in,ERBB2,-1.4708186,0.17899781,0.1413401839965283957,0.57455359348182277746,0.24066945476012918014
in,MUC1,-1.4797527,0.08636954,0.13893925103076157357,0.5694231599621376594,0.24456487291226905466
in,CDK4,-1.4886622,0.48531112,0.13657632033131822391,0.5643649600467695038,0.24843995829603279412
in,CDKN1A,-1.5064241,0.31938562,0.13195833180033961218,0.549826382501415023,0.25977442509661026628
in,VSIR,-1.5129378,-0.41138127,0.13029545985831170185,0.549826382501415023,0.25977442509661026628
in,IRS1,-1.570041,-0.46888068,0.116405593933397277784,0.5105508505850757661,0.2919609959302934918
in,CSF1,-1.578915,0.5768146,0.11435555351525056311,0.5098680788035372391,0.29254217695866013095
in,YAP1,-1.6402451,0.031838447,0.10095422604215228968,0.47174871982314153795,0.32628926969933173387
in,SRC,-1.665099,0.3440575,0.095892993049432453945,0.45955680626248890386,0.33766079739758181498
in,GZMB,-1.6714954,-1.2828506,0.09462386642374205625,0.45933915739680614143,0.33786653059669125512
in,LRP1,-1.7106948,0.91769177,0.087137471719252360125,0.42714446921202142704,0.36942521263298787985
in,TMEM37,-1.75056,-1.479212,0.08002173207490979878,0.40412339186476464725,0.39348601057252719594
in,LAMC2,-1.7941009,0.06541329,0.07279706382712261559,0.37528524837697285754,0.42563850639531540916
in,CDKN1B,-1.84412,-0.33993536,0.065165649660525987175,0.34662579606662757836,0.460139120004932035
in,POU2AF1,-1.8873007,-0.14357582,0.059119886343496644288,0.31784885130912177154,0.497779353750627446
in,TP63,-1.9439918,0.03199159,0.051896439015217392388,0.28204586421313798672,0.5496802641803226001
in,CSF3R,-2.0415769,0.179316,0.041193524314255720864,0.23426816106783279747,0.630286731514602978
in,CD248,-2.1768658,,0.029490576666082953666,0.17982058942733508689,0.74516058311037590406
in,CXCL1,-2.4103158,0.112296194,0.015938721457448228047,0.09838716949042115856,1.0070615335079502846
in,PDGFRB,-2.4137022,1.1777112,0.015791364722368715634,0.09838716949042115856,1.0070615335079502846
in,FGFR3,-2.4164119,0.03340597,0.01567431991583376899,0.09838716949042115856,1.0070615335079502846
in,JUNB,-2.4587848,0.290803,0.013940813006103324259,0.09171587504015345227,1.037555486078866854
in,FCGR3A,-2.4953864,0.5559585,0.012582003040880829561,0.083880020272538866055,1.0763414732442390684
in,SPP1,-2.7715912,0.64407164,0.005578303042411037957,0.038738215572298874412,1.4118603883911110897
in,SFRP2,-2.8049264,-0.43134055,0.005032806412437303839,0.03544229867913594595,1.450478118859189852
in,NDUFA4L2,-2.9304626,0.056788046,0.0033845763127880799763,0.024175545091343425552,1.6166237250011650886
in,PGF,-2.9924667,0.053300224,0.0027673280784593448124,0.020348000576906947329,1.6914782587275562995
in,PKM,-3.0666277,0.017180901,0.0021648833641224958686,0.016400631546382542225,1.7851394280603459438
in,INSR,-3.3059034,-0.5078399,0.000946706788335718169,0.0076347321639977268337,2.1172061939367203284
in,COL4A1,-3.3275976,0.61085284,0.000875983062965114234,0.007180189040697657933,2.1438641214608919968
in,IRF4,-3.4142756,-0.7301345,0.00063951861834502985414,0.005419649308008728239,2.26602881466532962
in,SERPINE1,-3.4355547,0.36068735,0.0005913418042525551803,0.0050977741745909929336,2.29261940717614142
in,PIK3CG,-3.4548557,-0.48011053,0.00055058739945626467525,0.0049159589237166489636,2.3083917546052999128
in,CDK6,-3.5491853,-2.160354,0.00038642509405996888034,0.0035780101301848971085,2.4463584341774849663
in,CEBPB,-3.6476352,0.32501188,0.00026466490822755274785,0.0024968387568637053116,2.602609503009254099
in,PECAM1,-4.059806,-0.22168869,4.9113510832125063007e-05,0.0004911351083212505894,3.3087990196350343974
in,FOS,-4.1660085,0.111066625,3.099790197581950204e-05,0.00031630512220223982447,3.49989377512140688
in,COL5A1,-5.4193463,,5.981733417185114587e-08,7.4771667714813927703e-07,6.12626293269739141
in,ACTA2,-5.718326,-1.7789068,1.0757868014105246321e-08,1.466918038615464078e-07,6.833594150895250477
in,SERPINA1,-5.7731967,0.117073275,7.778149654000204869e-09,1.1785075233333643721e-07,6.928667640690156672
in,BCL2L1,-5.9495955,-2.4133785,2.6880614085238360146e-09,4.2000959508184937624e-08,7.376740788069952349
in,DERL3,-6.386617,-0.96807665,1.6959533736560910443e-10,3.1406543956594277029e-09,8.5029798516677369885
in,PDK1,-6.603337,-0.5750062,4.020047775283854811e-11,7.7308611063151052765e-10,9.111772129252105591
in,MZB1,-9.099744,-0.8096138,9.0545164041950012894e-20,3.2337558586410719475e-18,17.490292771457252766
in,FN1,-9.191464,,3.8752840558409449032e-20,1.4904938676311327921e-18,17.826669806454187564
in,VEGFA,-9.514056,0.073741846,1.833691768266336224e-21,7.6403823677764007705e-20,19.116884906337924626
in,S100A9,-9.970898,0.02402256,2.0437290426571340923e-23,9.289677466623336655e-22,21.031999364251497877
in,XBP1,-10.302825,-0.893877,6.842187249491791437e-25,3.4210936247458955715e-23,22.465835040356262197
in,FCRL5,-11.055527,-1.2555343,2.0612315281046131098e-28,1.4723082343604379843e-26,25.832001258973841206
in,COL1A1,-16.27949,-3.3362277,1.3801381325032505289e-59,2.3002302208387507283e-57,56.638228695010128678
out,COL1A1,16.27949,3.3362277,1.3801381325032505289e-59,2.3002302208387507283e-57,56.638228695010128678
out,FCRL5,11.055527,1.2555343,2.0612315281046131098e-28,1.4723082343604379843e-26,25.832001258973841206
out,XBP1,10.302825,0.893877,6.842187249491791437e-25,3.4210936247458955715e-23,22.465835040356262197
out,S100A9,9.970898,-0.02402256,2.0437290426571340923e-23,9.289677466623336655e-22,21.031999364251497877
out,VEGFA,9.514056,-0.073741846,1.833691768266336224e-21,7.6403823677764007705e-20,19.116884906337924626
out,FN1,9.191464,,3.8752840558409449032e-20,1.4904938676311327921e-18,17.826669806454187564
out,MZB1,9.099744,0.8096138,9.0545164041950012894e-20,3.2337558586410719475e-18,17.490292771457252766
out,PDK1,6.603337,0.5750062,4.020047775283854811e-11,7.7308611063151052765e-10,9.111772129252105591
out,DERL3,6.386617,0.96807665,1.6959533736560910443e-10,3.1406543956594277029e-09,8.5029798516677369885
out,BCL2L1,5.9495955,2.4133785,2.6880614085238360146e-09,4.2000959508184937624e-08,7.376740788069952349
out,SERPINA1,5.7731967,-0.117073275,7.778149654000204869e-09,1.1785075233333643721e-07,6.928667640690156672
out,ACTA2,5.718326,1.7789068,1.0757868014105246321e-08,1.466918038615464078e-07,6.833594150895250477
out,COL5A1,5.4193463,,5.981733417185114587e-08,7.4771667714813927703e-07,6.12626293269739141
out,FOS,4.1660085,-0.111066625,3.099790197581950204e-05,0.00031630512220223982447,3.49989377512140688
out,PECAM1,4.059806,0.22168869,4.9113510832125063007e-05,0.0004911351083212505894,3.3087990196350343974
out,CEBPB,3.6476352,-0.32501188,0.00026466490822755274785,0.0024968387568637053116,2.602609503009254099
out,CDK6,3.5491853,2.160354,0.00038642509405996888034,0.0035780101301848971085,2.4463584341774849663
out,PIK3CG,3.4548557,0.48011053,0.00055058739945626467525,0.0049159589237166489636,2.3083917546052999128
out,SERPINE1,3.4355547,-0.36068735,0.0005913418042525551803,0.0050977741745909929336,2.29261940717614142
out,IRF4,3.4142756,0.7301345,0.00063951861834502985414,0.005419649308008728239,2.26602881466532962
out,COL4A1,3.3275976,-0.61085284,0.000875983062965114234,0.007180189040697657933,2.1438641214608919968
out,INSR,3.3059034,0.5078399,0.000946706788335718169,0.0076347321639977268337,2.1172061939367203284
out,PKM,3.0666277,-0.017180901,0.0021648833641224958686,0.016400631546382542225,1.7851394280603459438
out,PGF,2.9924667,-0.053300224,0.0027673280784593448124,0.020348000576906947329,1.6914782587275562995
out,NDUFA4L2,2.9304626,-0.056788046,0.0033845763127880799763,0.024175545091343425552,1.6166237250011650886
out,SFRP2,2.8049264,0.43134055,0.005032806412437303839,0.03544229867913594595,1.450478118859189852
out,SPP1,2.7715912,-0.64407164,0.005578303042411037957,0.038738215572298874412,1.4118603883911110897
out,FCGR3A,2.4953864,-0.5559585,0.012582003040880829561,0.083880020272538866055,1.0763414732442390684
out,JUNB,2.4587848,-0.290803,0.013940813006103324259,0.09171587504015345227,1.037555486078866854
out,FGFR3,2.4164119,-0.03340597,0.01567431991583376899,0.09838716949042115856,1.0070615335079502846
out,PDGFRB,2.4137022,-1.1777112,0.015791364722368715634,0.09838716949042115856,1.0070615335079502846
out,CXCL1,2.4103158,-0.112296194,0.015938721457448228047,0.09838716949042115856,1.0070615335079502846
out,CD248,2.1768658,,0.029490576666082953666,0.17982058942733508689,0.74516058311037590406
out,CSF3R,2.0415769,-0.179316,0.041193524314255720864,0.23426816106783279747,0.630286731514602978
out,TP63,1.9439918,-0.03199159,0.051896439015217392388,0.28204586421313798672,0.5496802641803226001
out,POU2AF1,1.8873007,0.14357582,0.059119886343496644288,0.31784885130912177154,0.497779353750627446
out,CDKN1B,1.84412,0.33993536,0.065165649660525987175,0.34662579606662757836,0.460139120004932035
out,LAMC2,1.7941009,-0.06541329,0.07279706382712261559,0.37528524837697285754,0.42563850639531540916
out,TMEM37,1.75056,1.479212,0.08002173207490979878,0.40412339186476464725,0.39348601057252719594
out,LRP1,1.7106948,-0.91769177,0.087137471719252360125,0.42714446921202142704,0.36942521263298787985
out,GZMB,1.6714954,1.2828506,0.09462386642374205625,0.45933915739680614143,0.33786653059669125512
out,SRC,1.665099,-0.3440575,0.095892993049432453945,0.45955680626248890386,0.33766079739758181498
out,YAP1,1.6402451,-0.031838447,0.10095422604215228968,0.47174871982314153795,0.32628926969933173387
out,CSF1,1.578915,-0.5768146,0.11435555351525056311,0.5098680788035372391,0.29254217695866013095
