group,names,scores,logfoldchanges,pvals,pvals_adj,-log10(pvals_adj)
in,CHEK1,0.02613383,-0.07287122,0.9791505941470427521,0.99984759063045269833,6.619559272716956762e-05
in,PDGFA,0.02436283,-0.077482246,0.9805631962311975869,0.99984759063045269833,6.619559272716956762e-05
in,FGFR1,0.019625613,0.024397098,0.9843420309781195643,0.99984759063045269833,6.619559272716956762e-05
in,KIR2DL4,0.015046667,0.13981043,0.9879949491567926456,0.99984759063045269833,6.619559272716956762e-05
in,CD244,0.012470669,0.15371236,0.99005010328276488174,0.99984759063045269833,6.619559272716956762e-05
in,CD163,0.011799382,-0.76323056,0.99058567391088203635,0.99984759063045269833,6.619559272716956762e-05
in,TNFSF9,0.007160402,-0.17522857,0.99428687470392840275,0.99984759063045269833,6.619559272716956762e-05
in,TLR2,0.0037575737,0.07477264,0.9970018970103190492,0.99984759063045269833,6.619559272716956762e-05
in,CCNB1,0.001667304,-0.033152442,0.99866968453979065856,0.99984759063045269833,6.619559272716956762e-05
in,CXCL2,0.0008868638,0.15801369,0.99929238515841545265,0.99984759063045269833,6.619559272716956762e-05
in,IL4,-0.00019101682,0.6290886,0.99984759063045269833,0.99984759063045269833,6.619559272716956762e-05
in,IL3RA,-0.0059760977,,0.9952317923626539109,0.99984759063045269833,6.619559272716956762e-05
in,CCL22,-0.011201772,-0.11119028,0.99106246597361835615,0.99984759063045269833,6.619559272716956762e-05
in,NOS3,-0.01607816,0.07287665,0.98717203824860522143,0.99984759063045269833,6.619559272716956762e-05
in,CD209,-0.016230972,-1.2432795,0.98705012666101454855,0.99984759063045269833,6.619559272716956762e-05
in,IL13,-0.029711302,0.16251594,0.9762972984176099267,0.99984759063045269833,6.619559272716956762e-05
in,PLOD2,-0.033084113,0.009380407,0.97360751180887650236,0.99984759063045269833,6.619559272716956762e-05
in,TLR1,-0.03322874,-0.1326066,0.9734921795553641566,0.99984759063045269833,6.619559272716956762e-05
in,CEACAM8,-0.036369603,4.6763945,0.97098765200674608256,0.99984759063045269833,6.619559272716956762e-05
in,TNF,-0.03924031,-0.12621081,0.96869879390105106953,0.99984759063045269833,6.619559272716956762e-05
in,CCR5,-0.040675666,0.014754508,0.9675544603535707333,0.99984759063045269833,6.619559272716956762e-05
in,PRTN3,-0.0428478,0.4415708,0.9658228590753518139,0.99984759063045269833,6.619559272716956762e-05
in,NCR1,-0.043759223,-0.02487538,0.9650963301864692312,0.99984759063045269833,6.619559272716956762e-05
in,DUSP6,-0.049339645,-0.19561107,0.96064862642114268176,0.99984759063045269833,6.619559272716956762e-05
in,KDR,-0.05283252,0.04639975,0.9578653478852324765,0.99984759063045269833,6.619559272716956762e-05
in,IL17A,-0.056958485,0.7261119,0.9545782643844007431,0.99984759063045269833,6.619559272716956762e-05
in,FGFBP2,-0.058320165,0.1677323,0.9534936066563169943,0.99984759063045269833,6.619559272716956762e-05
in,TBX10,-0.05998474,-2.1575456,0.9521677895647348011,0.99984759063045269833,6.619559272716956762e-05
in,CD177,-0.063444875,3.1887856,0.9494122565771077049,0.99984759063045269833,6.619559272716956762e-05
in,EPHA2,-0.064359024,0.00568118,0.9486843565939105938,0.99984759063045269833,6.619559272716956762e-05
in,CTSG,-0.066446565,-0.017036855,0.9470222987549320459,0.99984759063045269833,6.619559272716956762e-05
in,MRC1,-0.06673582,0.56217337,0.94679201856546113536,0.99984759063045269833,6.619559272716956762e-05
in,ROS1,-0.076185696,-0.068255775,0.93927136436358604765,0.99984759063045269833,6.619559272716956762e-05
