group,names,scores,logfoldchanges,pvals,pvals_adj,-log10(pvals_adj)
in,IFNGR1,0.42866158,-0.18866973,0.66816952783759864243,0.95069417048739568443,0.021959169109831206461
in,DNMT1,0.42114857,0.35879007,0.6736465941430418436,0.95069417048739568443,0.021959169109831206461
in,STAP1,0.4198275,2.2913628,0.67461148281787219894,0.95069417048739568443,0.021959169109831206461
in,TCF7L2,0.41930553,-0.73448944,0.6749928610460509404,0.95069417048739568443,0.021959169109831206461
in,CD226,0.3741305,0.25644705,0.7083072447775765612,0.97015463444605509746,0.013159037347951485342
in,CSF2,0.3735286,1.0341128,0.708755063254987272,0.97015463444605509746,0.013159037347951485342
in,CXCL11,0.369377,0.67663455,0.71184675494002647156,0.97015463444605509746,0.013159037347951485342
in,HLA-DQA1,0.34732315,0.49489552,0.7283485574483045122,0.97802776471847996387,0.0096488160785838454914
in,TMEM59,0.34392878,3.0596347,0.7308998361503680208,0.97802776471847996387,0.0096488160785838454914
in,CXCL9,0.3202577,0.35272872,0.7487729839974004431,0.9836746259404877124,0.0071485311688227621717
in,IRS1,0.31604964,-0.2196339,0.75196483362188559774,0.9836746259404877124,0.0071485311688227621717
in,LGR6,0.28936917,0.6905827,0.772298894738420727,0.9836746259404877124,0.0071485311688227621717
in,IL23A,0.28755465,0.26504242,0.7736876660340908929,0.9836746259404877124,0.0071485311688227621717
in,FCER2,0.2791106,0.25835192,0.7801599440439580535,0.9836746259404877124,0.0071485311688227621717
in,CASP8,0.2758748,0.39245218,0.7826442282172975107,0.9836746259404877124,0.0071485311688227621717
in,CMKLR1,0.2665378,0.3122325,0.78982507006427338236,0.9836746259404877124,0.0071485311688227621717
in,CLDN5,0.2612896,1.4577616,0.7938691985827268649,0.9836746259404877124,0.0071485311688227621717
in,MLH1,0.2533732,0.49388215,0.7999798225228549331,0.9836746259404877124,0.0071485311688227621717
in,APC,0.25003847,0.69658667,0.8025575954468477935,0.9836746259404877124,0.0071485311688227621717
in,ENG,0.24849921,0.07272979,0.80374817689304300927,0.9836746259404877124,0.0071485311688227621717
in,HDAC1,0.24644053,-0.116119534,0.80534123590829920225,0.9836746259404877124,0.0071485311688227621717
in,IDO1,0.24263392,-0.18149473,0.8082889983673950951,0.9836746259404877124,0.0071485311688227621717
in,TNFRSF13B,0.22647075,0.6047125,0.8208352983381539403,0.9836746259404877124,0.0071485311688227621717
in,MYH11,0.22248974,0.86781937,0.82393265569604334786,0.9836746259404877124,0.0071485311688227621717
in,TNFRSF17,0.21798106,0.29997873,0.82744387166577149095,0.9836746259404877124,0.0071485311688227621717
in,CEACAM8,0.21121073,1.8487145,0.8327228389105190143,0.9836746259404877124,0.0071485311688227621717
in,TGM2,0.20724684,0.7901087,0.8358170901103382233,0.9836746259404877124,0.0071485311688227621717
in,CXCL10,0.20483807,0.8577625,0.8376986498430052386,0.9836746259404877124,0.0071485311688227621717
in,SNAI1,0.19798592,0.39464855,0.8430560810438663122,0.9836746259404877124,0.0071485311688227621717
in,CTSG,0.19055663,1.5461516,0.84887296824008751095,0.9836746259404877124,0.0071485311688227621717
in,IFNAR1,0.1564862,-0.28609592,0.8756498009940403282,0.9836746259404877124,0.0071485311688227621717
in,CSF3,0.15423977,0.12882589,0.8774206798425341347,0.9836746259404877124,0.0071485311688227621717
in,ROR1,0.14689992,0.094189964,0.8832110163456782237,0.9836746259404877124,0.0071485311688227621717
in,FGFR1,0.14430912,-0.19562535,0.8852563778713132825,0.9836746259404877124,0.0071485311688227621717
in,PTGDR2,0.1408488,0.13847788,0.8879893904086108014,0.9836746259404877124,0.0071485311688227621717
in,VEGFC,0.13916938,0.19511181,0.88931630540018979936,0.9836746259404877124,0.0071485311688227621717
in,IDO2,0.12937889,0.5007126,0.8970578557764794514,0.9836746259404877124,0.0071485311688227621717
in,MSH2,0.12605049,1.3271946,0.8996919635526809955,0.9836746259404877124,0.0071485311688227621717
in,TNFSF9,0.12378504,0.2820817,0.90148547727900518733,0.9836746259404877124,0.0071485311688227621717
in,FGF1,0.12374064,0.16680524,0.90152062957949230526,0.9836746259404877124,0.0071485311688227621717
in,CCL8,0.1216604,0.5691855,0.9031679812965103249,0.9836746259404877124,0.0071485311688227621717
in,XCL1,0.1195218,0.27578616,0.90486197383015609663,0.9836746259404877124,0.0071485311688227621717
in,CCL17,0.11794892,0.12519254,0.90610812888933478515,0.9836746259404877124,0.0071485311688227621717
in,TCL1A,0.1069997,,0.9147892152997306736,0.9836746259404877124,0.0071485311688227621717
in,HGF,0.09054543,0.116966285,0.9278537937195109331,0.9836746259404877124,0.0071485311688227621717
in,TLR1,0.088524796,-0.75773704,0.9294595762838581132,0.9836746259404877124,0.0071485311688227621717
in,IL13,0.08220731,0.14480664,0.9344818641411528626,0.9836746259404877124,0.0071485311688227621717
in,CD68,0.07862141,0.2402415,0.937333757000061496,0.9836746259404877124,0.0071485311688227621717
in,CSF1R,0.076080084,0.61530906,0.9393553876488226484,0.9836746259404877124,0.0071485311688227621717
in,CCR10,0.07418439,0.19776003,0.9408636673798922434,0.9836746259404877124,0.0071485311688227621717
in,RB1,0.07234641,-0.8150348,0.942326230176170343,0.9836746259404877124,0.0071485311688227621717
in,IGF1,0.07166272,-0.30042538,0.94287032516624791345,0.9836746259404877124,0.0071485311688227621717
in,TGFBR3,0.06926599,2.7472496,0.94477789485168839345,0.9836746259404877124,0.0071485311688227621717
in,WNT3A,0.067360155,0.20878574,0.94629499015474916046,0.9836746259404877124,0.0071485311688227621717
in,CLEC4C,0.049305104,0.41296345,0.9606761529018271739,0.9863204855254898984,0.005981946640872863143
in,MSH6,0.03853283,-0.21512637,0.96926285535647704883,0.98871821615811539274,0.00492746432259546616
in,IGF1R,0.03570737,-0.069488406,0.97151569440509366604,0.98871821615811539274,0.00492746432259546616
in,FAP,0.03265232,0.13817132,0.9739518476364394939,0.98871821615811539274,0.00492746432259546616
in,RET,0.030663397,0.053786967,0.9755379826853554093,0.98871821615811539274,0.00492746432259546616
in,CCR6,0.017579384,-0.06959811,0.98597440381415857313,0.9919259595715881339,0.0035207437223885307301
in,CCL11,0.011093822,0.1831354,0.9911485918093662084,0.9951291082423355805,0.0021205701490220186936
in,MUC2,-0.00081687875,0.10841386,0.99934822511244181253,0.99934822511244181253,0.0002831545236407230141
in,PDGFB,-0.0021087902,0.52578807,0.9983174300186858918,0.99934822511244181253,0.0002831545236407230141
in,CLEC14A,-0.017911082,-0.13797317,0.98570978841305378904,0.9919259595715881339,0.0035207437223885307301
in,CXCL5,-0.019677391,-0.6619165,0.9843007259348842686,0.9919259595715881339,0.0035207437223885307301
in,MMRN2,-0.029013783,-0.23482423,0.97685359756421796806,0.98871821615811539274,0.00492746432259546616
in,VCAM1,-0.029221175,0.19081867,0.9766881937740159447,0.98871821615811539274,0.00492746432259546616
in,BTLA,-0.03158302,0.78680974,0.9748045851349712576,0.98871821615811539274,0.00492746432259546616
in,EPHB4,-0.05025707,-0.11286449,0.959917532776830007,0.9863204855254898984,0.005981946640872863143
in,HLA-DPA1,-0.051660605,0.016117502,0.9587991272659307507,0.9863204855254898984,0.005981946640872863143
in,KDR,-0.058614224,-0.24846691,0.95325938185492431476,0.98477208869310361994,0.006664269071813915461
in,CCL7,-0.05928523,0.10735744,0.9527249247358753337,0.98477208869310361994,0.006664269071813915461
in,IL6,-0.06431969,0.25591907,0.94871567561291247905,0.98414489171463948036,0.006940957422554193272
in,CA7,-0.072040714,1.1694851,0.942569504958803539,0.9836746259404877124,0.0071485311688227621717
in,TGFB2,-0.07602871,0.20871021,0.93939625822770556063,0.9836746259404877124,0.0071485311688227621717
in,IL12A,-0.08257198,0.12834805,0.93419187906766953944,0.9836746259404877124,0.0071485311688227621717
in,IFNB1,-0.094411016,0.28453812,0.9247826640112871699,0.9836746259404877124,0.0071485311688227621717
in,CD1E,-0.09495898,0.34013686,0.9243474040024499683,0.9836746259404877124,0.0071485311688227621717
in,SRPRB,-0.09683248,-0.4125932,0.9228594299687563618,0.9836746259404877124,0.0071485311688227621717
in,DES,-0.101991884,0.29299715,0.9187631194542905666,0.9836746259404877124,0.0071485311688227621717
in,NOS3,-0.10238066,-0.15226388,0.91845453444718494485,0.9836746259404877124,0.0071485311688227621717
in,CCL22,-0.107359305,0.20072012,0.9145039359092318465,0.9836746259404877124,0.0071485311688227621717
in,ANGPT1,-0.111511566,0.12117665,0.91121069682405619883,0.9836746259404877124,0.0071485311688227621717
in,CD86,-0.115965076,0.30231068,0.9076802215450250344,0.9836746259404877124,0.0071485311688227621717
in,COL6A3,-0.11930806,-0.19334544,0.90503129653804836874,0.9836746259404877124,0.0071485311688227621717
in,KRAS,-0.12022515,,0.9043047970409987535,0.9836746259404877124,0.0071485311688227621717
in,EGF,-0.12301065,-0.10842293,0.9020986614774060275,0.9836746259404877124,0.0071485311688227621717
in,TBX10,-0.123530716,0.098597646,0.90168685235756740326,0.9836746259404877124,0.0071485311688227621717
in,PMS2,-0.12488732,0.1473806,0.90061275799084594684,0.9836746259404877124,0.0071485311688227621717
in,FCER1A,-0.12714452,0.19885106,0.89882601780527582314,0.9836746259404877124,0.0071485311688227621717
in,PGLYRP1,-0.12961735,-0.40673974,0.89686917478707184337,0.9836746259404877124,0.0071485311688227621717
in,IFITM1,-0.13136019,0.32907206,0.89549037550857646384,0.9836746259404877124,0.0071485311688227621717
in,PDCD1LG2,-0.13260707,-0.026427373,0.8945041354033744785,0.9836746259404877124,0.0071485311688227621717
in,MARCO,-0.1351947,-0.13387385,0.8924579333202591336,0.9836746259404877124,0.0071485311688227621717
in,CSF2RA,-0.13954167,-0.10385184,0.8890221323278187926,0.9836746259404877124,0.0071485311688227621717
in,CD80,-0.14029196,-0.006045522,0.888429322337553784,0.9836746259404877124,0.0071485311688227621717
in,THBD,-0.14114879,-0.030122422,0.8877524026478892383,0.9836746259404877124,0.0071485311688227621717
in,CD83,-0.15129444,0.24739538,0.8797434494219658063,0.9836746259404877124,0.0071485311688227621717
in,CCL1,-0.1556414,-0.16579022,0.8763156828820007904,0.9836746259404877124,0.0071485311688227621717
in,PPARGC1A,-0.16370112,0.05694025,0.8699664432320848295,0.9836746259404877124,0.0071485311688227621717
in,IL21,-0.17004842,1.104833,0.86497206467814891084,0.9836746259404877124,0.0071485311688227621717
in,IFNG,-0.17132384,-0.19552943,0.8639691418035650994,0.9836746259404877124,0.0071485311688227621717
in,KLRF1,-0.18017885,-0.16257612,0.8570121625642403984,0.9836746259404877124,0.0071485311688227621717
in,AMOTL2,-0.18112195,0.008075931,0.8562718651100105216,0.9836746259404877124,0.0071485311688227621717
in,TLR9,-0.18120185,0.28058377,0.85620914227769606697,0.9836746259404877124,0.0071485311688227621717
in,SMARCA4,-0.18320028,-0.380131,0.8546408700371448397,0.9836746259404877124,0.0071485311688227621717
in,NCR3,-0.18983869,-0.11164166,0.8494355334773283639,0.9836746259404877124,0.0071485311688227621717
in,IRF4,-0.1916995,0.14322971,0.8479775948215038106,0.9836746259404877124,0.0071485311688227621717
in,MSH3,-0.19253287,0.03243195,0.8473248212625834608,0.9836746259404877124,0.0071485311688227621717
in,PKIB,-0.19920045,0.29603973,0.84210594359414081556,0.9836746259404877124,0.0071485311688227621717
in,ARG1,-0.21178597,0.08268739,0.83227401523602539957,0.9836746259404877124,0.0071485311688227621717
in,KIR3DL2,-0.21367088,-1.2857317,0.83080372218302067644,0.9836746259404877124,0.0071485311688227621717
in,IKZF4,-0.22753309,-0.21928483,0.8200092470153116375,0.9836746259404877124,0.0071485311688227621717
in,VTN,-0.2325574,-5.168,0.816105114000528431,0.9836746259404877124,0.0071485311688227621717
in,DKK1,-0.23328549,-0.1419,0.8155397307617014979,0.9836746259404877124,0.0071485311688227621717
in,PDK4,-0.2357285,0.3728883,0.81364334672214733146,0.9836746259404877124,0.0071485311688227621717
in,ROS1,-0.23991375,-0.15978074,0.81039712610629477396,0.9836746259404877124,0.0071485311688227621717
in,DERL3,-0.25166208,0.8299383,0.8013022664756085378,0.9836746259404877124,0.0071485311688227621717
in,CD1B,-0.253306,-4.148597,0.80003176838476464106,0.9836746259404877124,0.0071485311688227621717
in,CD207,-0.2565329,-0.057858933,0.7975393688890486388,0.9836746259404877124,0.0071485311688227621717
in,SH2D1B,-0.26471692,-0.23504393,0.79122753978782200956,0.9836746259404877124,0.0071485311688227621717
in,MPO,-0.27043444,-0.8370972,0.78682604740298112134,0.9836746259404877124,0.0071485311688227621717
in,CD1C,-0.2725743,-0.41192085,0.7851804640597743745,0.9836746259404877124,0.0071485311688227621717
in,IL17A,-0.27867872,0.5641211,0.7804914098408723966,0.9836746259404877124,0.0071485311688227621717
in,MSR1,-0.28288233,-3.9336066,0.77726704166971360976,0.9836746259404877124,0.0071485311688227621717
in,BRCA1,-0.28745,-0.29363358,0.7737677815965438022,0.9836746259404877124,0.0071485311688227621717
in,IL1B,-0.29245022,0.34211916,0.76994242249465361105,0.9836746259404877124,0.0071485311688227621717
in,TSC2,-0.30130333,-0.42873192,0.7631832057421085169,0.9836746259404877124,0.0071485311688227621717
in,FGF2,-0.30911,,0.7572378742246406169,0.9836746259404877124,0.0071485311688227621717
in,PRTN3,-0.31164813,0.6833663,0.75530795170216991075,0.9836746259404877124,0.0071485311688227621717
in,IL4,-0.32270643,-3.2916167,0.7469175770047773444,0.9836746259404877124,0.0071485311688227621717
in,PAX5,-0.33000952,0.18018448,0.74139277601608477575,0.9806782751535513265,0.00847344546619481005
in,BUB1,-0.33265167,-0.100742914,0.73939722632998083895,0.9806329261670833075,0.008493528780431953293
in,CDK2,-0.33784914,,0.7354768790682969515,0.97802776471847996387,0.0096488160785838454914
in,KIR2DL4,-0.33865586,-0.6442109,0.73486899038128439265,0.97802776471847996387,0.0096488160785838454914
in,ESCO2,-0.34280622,-2.2110093,0.7317442456777188964,0.97802776471847996387,0.0096488160785838454914
in,VWF,-0.3447869,0.09607128,0.73025458354247752,0.97802776471847996387,0.0096488160785838454914
in,SLC26A3,-0.34935647,,0.72682170707758564365,0.97802776471847996387,0.0096488160785838454914
in,CCNE1,-0.3499831,,0.7263513925639648594,0.97802776471847996387,0.0096488160785838454914
in,IL12B,-0.3643235,-0.23307712,0.7156164589788223118,0.9723049714386172715,0.012197493675424844079
in,TEK,-0.3690459,0.21162704,0.71209350168340446174,0.97015463444605509746,0.013159037347951485342
in,MMP1,-0.37778488,,0.70559041544086786857,0.97015463444605509746,0.013159037347951485342
in,TLR2,-0.38314024,0.37089288,0.7016157814268155768,0.9690825710315132957,0.013639217154013166717
in,CCL28,-0.3851983,0.3366845,0.70009050504466574516,0.9690825710315132957,0.013639217154013166717
in,IL22,-0.3869164,-1.6803081,0.6988180950173479289,0.9690825710315132957,0.013639217154013166717
in,KLRC1,-0.39097288,-0.05964483,0.69581727171534368814,0.9690825710315132957,0.013639217154013166717
in,CD209,-0.39669675,-0.48451433,0.6915910944740357724,0.96590934982407239406,0.015063630021884422592
in,MRC1,-0.40306562,-1.1636039,0.6868999534625364056,0.96204475274865042245,0.016804724823185598169
in,NCAM1,-0.40914655,-0.7794972,0.6824321209348085393,0.9584720799646188061,0.018420533483785492892
in,CD160,-0.42103377,0.3064859,0.67373041581453629867,0.95069417048739568443,0.021959169109831206461
in,BAK1,-0.42491713,0.18336181,0.67089709067614167193,0.95069417048739568443,0.021959169109831206461
in,PREX2,-0.43715826,-0.28898963,0.6619965811814051415,0.95069417048739568443,0.021959169109831206461
in,TGFBR1,-0.43939325,0.1846595,0.6603766119387159961,0.95069417048739568443,0.021959169109831206461
in,IL5RA,-0.44161305,-0.57889855,0.6587692492818256751,0.95069417048739568443,0.021959169109831206461
in,CLCA1,-0.44333938,-2.0574358,0.65752026874589297734,0.95069417048739568443,0.021959169109831206461
in,SLC13A3,-0.44363177,,0.65730883498683034816,0.95069417048739568443,0.021959169109831206461
in,SMOC2,-0.4497742,-1.202703,0.6528732535883785548,0.95069417048739568443,0.021959169109831206461
in,KIT,-0.47121412,0.2412412,0.6374878439328106605,0.9402475574230244604,0.026757786115167072142
in,MMP2,-0.48698342,-0.07359781,0.6262700796320381791,0.9264350290414765654,0.03318503238195487882
in,CD163,-0.49135005,-0.17755722,0.6231788902691972609,0.92459776004331928334,0.034047163030756115708
in,CIITA,-0.4958137,0.25983933,0.6200258557761330058,0.9226575234763882971,0.03495947260917588645
in,LGR5,-0.51238465,0.054473042,0.60838181591861839603,0.9107512214350573787,0.0406002376406446636
in,ANGPT2,-0.5172295,0.26682633,0.604995961593201681,0.9084023447345369595,0.04172175346600043103
in,DIABLO,-0.5184688,-0.08659861,0.60413124366013248867,0.9084023447345369595,0.04172175346600043103
in,DDIT3,-0.52431506,-0.012678694,0.60005944130075317133,0.9084023447345369595,0.04172175346600043103
in,SIGLEC1,-0.52622277,0.39651743,0.59873343051344896093,0.9084023447345369595,0.04172175346600043103
in,CXCR1,-0.54686797,0.43053806,0.58446942693380021794,0.8991837337443080447,0.046151558101732264746
in,MTOR,-0.54787326,-0.64758754,0.5837789477645400904,0.8991837337443080447,0.046151558101732264746
in,CCL5,-0.5585941,-0.049502127,0.57643874369775915945,0.8923200366838376363,0.049479354998394679432
in,ELANE,-0.5630832,0.37782812,0.57337825608533043997,0.8903389069647987819,0.050444647952711568135
in,ADAMTS4,-0.58435374,0.59723914,0.55898235535329177104,0.8761478924032786164,0.05742257941012837162
in,CHEK1,-0.60298973,0.2234294,0.54651552776273404355,0.86201187344279817104,0.064486752115919801185
in,SMO,-0.62689865,0.20573938,0.530725675059358748,0.8424217064434266211,0.074470451334500570066
in,FOSL1,-0.63137877,0.13131578,0.5277928778816047828,0.84043451891975284873,0.07549611825026219376
in,FGFBP2,-0.6316953,-0.5760743,0.5275860183392628855,0.84043451891975284873,0.07549611825026219376
in,MUC4,-0.63660926,-0.08557067,0.52437941236717122706,0.8403516223832872001,0.0755389571427309327
in,FLI1,-0.63923556,-0.831909,0.5226697120692780363,0.840305003326813571,0.07556305058177553411
in,CCL3,-0.6419817,-0.8219878,0.52088504641995880817,0.840305003326813571,0.07556305058177553411
in,FABP2,-0.6462234,-3.0268915,0.51813468089885594825,0.840305003326813571,0.07556305058177553411
in,FLT1,-0.6536305,-0.107508585,0.51334989175844314424,0.8388070126771947077,0.076337947359914947975
in,CCR3,-0.65776056,0.45791492,0.51069200500064781956,0.83720000819778328527,0.077170776080780625295
in,IRF5,-0.6634755,-0.91044295,0.507026043570129481,0.83392441376666037733,0.078873311678441538055
in,XCR1,-0.670941,-0.28406405,0.5022581356964741506,0.82880880477966034636,0.081545643883941705563
in,ITGAM,-0.6754706,-0.0672224,0.49937683214386230368,0.8267828346752686963,0.082608548594334687836
in,FBLN1,-0.69446176,-0.039529625,0.48739268015001946388,0.81232113358336577313,0.090272247886859108836
in,ARAF,-0.6984529,-0.010184814,0.48489399513978947986,0.810859523645132918,0.09105437808241783301
in,HLA-DMA,-0.70172423,-0.0059333495,0.48285115693658398062,0.8101529478801744455,0.091432983405439791185
in,MFAP5,-0.71614456,-0.7890564,0.47390209514920089706,0.79781497499865472456,0.098097816235948704416
in,IL1R2,-0.72445035,1.542927,0.46878930795166540157,0.7970031982561406325,0.09853993584076758959
in,CX3CR1,-0.7312092,-1.2170211,0.4646513542143125841,0.7942158308803469735,0.100061460516335593875
in,CCL26,-0.73471904,,0.46251062639909990004,0.7942158308803469735,0.100061460516335593875
in,ICOSLG,-0.76098853,0.778435,0.446663915175886439,0.7727749397506686879,0.111946970061077925366
in,CXCL2,-0.7638825,0.2166615,0.4449372711731539587,0.7724605402311701674,0.112123696495442495945
in,TNFSF4,-0.7741937,-0.13302894,0.43881626226891545794,0.764488261792535706,0.11662917850263025026
in,TBX21,-0.7774022,-0.05667503,0.4369215047414530817,0.764488261792535706,0.11662917850263025026
in,AURKB,-0.7780745,-1.4638072,0.43652509865864908,0.764488261792535706,0.11662917850263025026
in,CAV1,-0.7881662,0.18681642,0.43059947116800556532,0.764488261792535706,0.11662917850263025026
in,FFAR2,-0.792595,0.79463387,0.42801381066902910444,0.764488261792535706,0.11662917850263025026
in,CXCR2,-0.8162896,0.8796078,0.41433453320305813072,0.7461188262728958298,0.12719200163581207735
in,FASLG,-0.8231963,-0.28371918,0.41039639332810196048,0.7461188262728958298,0.12719200163581207735
in,PDGFC,-0.8251528,,0.40928482358144546716,0.7461188262728958298,0.12719200163581207735
in,CCNB1,-0.8263369,0.23938732,0.4086129875849597859,0.7461188262728958298,0.12719200163581207735
in,PLA2G2A,-0.8413154,-0.2751573,0.40017128210515440223,0.7356089744580043277,0.13335298099212479133
in,MAP2K1,-0.84430254,-0.032418337,0.39850035643368997285,0.7352405100252582537,0.13357057235678151502
in,NEDD4,-0.8487148,1.1240224,0.3960399831798728787,0.73340737625902374663,0.13465472642820913661
in,NOS2,-0.86808467,0.12549248,0.38534799906803951508,0.716945733434651844,0.14451371540862108524
in,CD8B,-0.8682483,-0.40606385,0.38525843479245569512,0.716945733434651844,0.14451371540862108524
in,WNT3,-0.86971015,0.32248205,0.38445882252748642127,0.716945733434651844,0.14451371540862108524
in,PDGFA,-0.89209884,,0.37233995319088630804,0.70518930528576950767,0.15169428271785946784
in,CXCL16,-0.9125893,1.4367154,0.36145857776378198523,0.69111394484722710185,0.16045034403131682554
in,LRP6,-0.9261109,0.263507,0.35438832991220148294,0.68151601906192593727,0.16652393159975974809
in,ACKR3,-0.9271022,0.020388028,0.35387345916820434066,0.68151601906192593727,0.16652393159975974809
in,PDGFRA,-0.93382627,0.017689196,0.35039352283540670108,0.6790572147972997463,0.16809363216438966498
in,SHARPIN,-0.93413574,-0.55513126,0.35023386889720276027,0.6790572147972997463,0.16809363216438966498
in,NFKBIA,-0.95042574,0.02288439,0.34189595669683281454,0.67038422881731918324,0.17367621129033671111
in,TREM2,-0.9520697,1.8887643,0.3410616489146757191,0.67038422881731918324,0.17367621129033671111
in,CHEK2,-0.9606482,0.023294145,0.33672910123185517683,0.66547253207876511105,0.17686986567812848698
in,TEAD1,-0.96565855,0.045245428,0.33421507902945335466,0.6631251568044709277,0.17840449606005682323
in,IL10,-0.98077965,-0.42171788,0.3267014094857826345,0.653402818971565269,0.18481899618265897796
in,EPHB3,-0.99431014,0.112129256,0.3200718867392664535,0.64271463200655909453,0.19198181285236178576
in,ITGA1,-1.0126829,-0.16482902,0.31121161748446335427,0.62744277718641805475,0.20242587572003116361
in,NRP1,-1.0200989,0.86736864,0.30768154426922444955,0.6250558593553723341,0.20408116933468722506
in,RGMB,-1.0259624,0.04047021,0.3049093461645132619,0.62226397176431280656,0.20602534334609184383
in,TNF,-1.0347241,-0.6240059,0.30079777583262745644,0.6163888849029250938,0.21014520134370413701
in,COL11A1,-1.037878,-1.3927374,0.2993268135963539356,0.61589879340813569186,0.21049064672432901635
in,FCGR2A,-1.0426513,,0.29710984244647131725,0.61386331083981682255,0.21192832259945425688
in,CEACAM1,-1.0492878,,0.29404569826906457042,0.610053315910922378,0.21463220794977574309
in,DNMT3A,-1.0677754,-0.38015392,0.2856218602541931162,0.59504554219623573275,0.22544979398975148922
in,LOX,-1.0736547,0.22819787,0.28297751958903505365,0.59200317905655874817,0.22767596110982670852
in,CD40,-1.0749034,-0.005892708,0.28241798974769882768,0.59200317905655874817,0.22767596110982670852
in,TGFB3,-1.0868717,-0.12561125,0.2770934737595642794,0.58706244440585653166,0.23131570144653691636
in,TBK1,-1.0879633,-1.8113898,0.27661131386388770892,0.58706244440585653166,0.23131570144653691636
in,ASCL2,-1.0884529,1.0068743,0.27639521423208213147,0.58706244440585653166,0.23131570144653691636
in,ITGAX,-1.0963389,0.3549314,0.27293052053949884428,0.58568781231652111696,0.23233381319033197105
in,TNFSF10,-1.1091381,-0.0171874,0.26737061882316992545,0.5762297819464868853,0.23940429933438240371
in,SOX9,-1.10966,0.11961184,0.26714554543836999123,0.5762297819464868853,0.23940429933438240371
in,INSR,-1.1205059,0.08193167,0.2624982447018916476,0.5706483580475905093,0.2436314280113367426
in,IL12RB2,-1.1544622,-0.7246561,0.24831073982894147356,0.5469399555703556848,0.26206034897883286083
in,SPRY2,-1.1627337,0.14429358,0.24493756377490161213,0.54189726498872037297,0.26608304091103437383
in,CDK6,-1.174468,-1.1001941,0.24020758673204500866,0.53379463718232222913,0.27262579370666838855
in,TWIST1,-1.1804197,0.24386603,0.23783335690617102287,0.5308780288084175014,0.27500524822206920959
in,KLRK1,-1.1840271,-0.18678778,0.23640233857487769065,0.530050086490757133,0.27568309028828201108
in,TBX3,-1.2223595,0.27791688,0.22157170430684425266,0.49903537006046000402,0.3018686718561712269
in,CD177,-1.2533115,-2.9667966,0.21009237325416496578,0.47532211143476238435,0.32301198235842156997
in,CX3CL1,-1.301799,0.13018918,0.19298508287805660188,0.4406052120503575198,0.35595036975601507994
in,HLA-DRB1,-1.3095582,-1.3224521,0.19034535493762483327,0.43657191499455239025,0.35994420622469940548
in,MMP7,-1.3170882,0.3572042,0.18780903764744472095,0.4327397180816698885,0.36377324218958195738
in,EPHA2,-1.3370479,0.026047817,0.18120700410132473124,0.41946065764195539227,0.37730876658798165666
in,ICOS,-1.3400763,-0.32028723,0.18022053820915284739,0.41911753071896012957,0.37766417325043504338
in,CD70,-1.3491204,-1.3000053,0.17729832201789619273,0.4142484159296639934,0.3827391436311874487
in,MYBL2,-1.3523746,0.5721175,0.17625553695141682464,0.4137453919047343609,0.38326683015034085635
in,PTGS2,-1.3619373,0.060660128,0.17321766492456203146,0.4085322285956651811,0.38877367683254184473
in,EPCAM,-1.3889774,0.14834177,0.16483961955007864209,0.39061521220397782406,0.408250847459840014
in,CTSW,-1.4011234,-0.19266587,0.16117717303546830188,0.38375517389397217904,0.41594575619630835698
in,TMEM37,-1.4101459,0.19941387,0.15849661855863594884,0.38100148691979796034,0.41907332941676077236
in,MCM6,-1.4283011,0.028463034,0.15320520664504644337,0.37006088561605421372,0.43172681617164422813
in,PLOD2,-1.4664909,0.11563075,0.14251461669718229475,0.34930053112054487707,0.4568007540057929885
in,LGALS9,-1.5016527,0.08565903,0.13318680710679420276,0.32967031462077772686,0.48192015742710828647
in,NOTCH1,-1.5602276,-0.11835198,0.11870608845671916376,0.2967652211417978747,0.52758699675968154615
in,EZH2,-1.5691645,-0.34272826,0.116609612888931901686,0.29298897710786908632,0.53314871845571342547
in,AURKA,-1.5802298,0.512824,0.11405425278115112475,0.28801578985139170141,0.54058370231940232326
in,CXCR3,-1.5866729,-0.18488583,0.11258675755440818167,0.28575319176245728148,0.54400890998926428
in,DUSP1,-1.6319361,1.0006987,0.102692957401942189244,0.26604393109311447185,0.57504664360952234287
in,TEAD4,-1.6392245,0.37286913,0.10116650426465342849,0.26345443818920161183,0.57929448084581617375
in,PLK1,-1.6599764,0.30918026,0.096919218841533136266,0.25371523256945849312,0.59565345779888989207
in,MKI67,-1.6842854,1.3412577,0.09212652025196842176,0.24501734109566070119,0.61080317736754459256
in,E2F1,-1.7255796,1.9023783,0.084423060418945761185,0.2269437108036176376,0.6440818481761691978
in,CTNNB1,-1.7811097,0.44203085,0.07489453750890866235,0.20241766894299639823,0.6937515808167963691
in,IL2RA,-1.8980628,-0.25408122,0.057687802435534819845,0.15848297372399675065,0.8000173884298448316
in,CDCA7,-1.9148906,0.6760317,0.055506445936774145844,0.15418457204659485882,0.8119590803073693459
in,PLVAP,-1.9331608,0.3755036,0.05321639980264193659,0.14864916145989368057,0.82783753633706691125
in,GNLY,-1.9429722,-0.67734426,0.052019521946078235708,0.1461222526575231273,0.83528364121517922517
in,C1QC,-1.9701245,-0.43343467,0.04882410345640103566,0.13870483936477567832,0.85790838627528324506
in,CCL4,-1.9715261,-0.66292036,0.048663726783155107636,0.13870483936477567832,0.85790838627528324506
in,WNT5A,-1.9763157,0.15366009,0.048119023101560763622,0.13827305488954244606,0.8592624421097822129
